order_id,customer_id,product_id,store_id,order_date,quantity,unit_price
ORD0021918,CUST00321,PROD00163,STORE019,2026-04-27,6,2908.18
ORD0021133,CUST00229,PROD00135,STORE005,2026-04-27,4,16068.89
ORD0021374,CUST01214,PROD00085,STORE006,2026-04-27,2,24813.81
ORD0022218,CUST01021,PROD00019,STORE014,2026-04-27,4,11098.66
ORD0020746,CUST01188,PROD00257,STORE015,2026-04-27,1,22138.77
ORD0021771,CUST00954,PROD00111,STORE010,2026-04-27,5,6277.69
ORD0020646,CUST01202,PROD00204,STORE019,2026-04-27,1,4358.45
ORD0021731,CUST00150,PROD00239,STORE007,2026-04-27,4,1095.96
ORD0021925,CUST00643,PROD00208,STORE007,2026-04-27,6,4327.01
ORD0022316,CUST00026,PROD00003,STORE017,2026-04-27,1,14666.5
ORD0022259,CUST01311,PROD00064,STORE022,2026-04-27,6,18489.5
ORD0022423,CUST01071,PROD00128,STORE010,2026-04-27,6,8875.18
ORD0021651,CUST00368,PROD00281,STORE020,2026-04-27,6,9344.28
ORD0022208,CUST00970,PROD00162,STORE018,2026-04-19,6,21127.3
ORD0020978,CUST00996,PROD00073,STORE016,2026-04-27,3,22775.05
ORD0022064,CUST01343,PROD00271,STORE025,2026-04-27,6,14663.96
ORD0020581,CUST01281,PROD00081,STORE003,2026-04-27,6,18754.47
ORD0020827,CUST00334,PROD00246,STORE023,2026-04-27,1,15130.11
ORD0021001,CUST00444,PROD00230,STORE001,2026-04-21,6,7352.47
ORD0021473,CUST01236,PROD00035,STORE015,2026-04-27,5,12724.42
ORD0021761,CUST00678,PROD00245,STORE014,2026-04-27,1,1152.05
ORD0021702,CUST01400,PROD00149,STORE021,2026-04-22,1,23391.93
ORD0020626,CUST00666,PROD00002,STORE006,2026-04-27,6,1860.96
ORD0021151,CUST00589,PROD00049,STORE007,2026-04-27,4,16034.26
ORD0021239,CUST00115,PROD00095,STORE017,2026-04-27,2,8461.76
ORD0022371,CUST00192,PROD00170,STORE013,2026-04-27,1,5651.93
ORD0021030,CUST00628,PROD00083,STORE002,2026-04-27,1,23769.83
ORD0020823,CUST00362,PROD00134,STORE017,2026-04-27,6,17433.76
ORD0021954,CUST01097,PROD00113,STORE012,2026-04-27,4,15004.62
ORD0021476,CUST00969,PROD00268,STORE008,2026-04-27,3,9954.2
ORD0021864,CUST00790,PROD00111,STORE018,2026-04-27,1,15107.82
ORD0022002,CUST00460,PROD00078,STORE012,2026-04-27,6,763.53
ORD0021587,CUST01223,PROD00067,STORE013,2026-04-27,1,1216.0
ORD0021600,CUST00557,PROD00272,STORE021,2026-04-27,2,19996.16
ORD0021061,CUST01440,PROD00204,STORE012,2026-04-27,5,22658.59
ORD0021433,CUST00249,PROD00007,STORE010,2026-04-27,5,20947.35
ORD0022182,CUST00529,PROD00193,STORE022,2026-04-27,2,24004.71
ORD0020737,CUST00812,PROD00157,STORE025,2026-04-24,5,19198.17
ORD0021132,CUST01203,PROD00213,STORE007,2026-04-27,6,22367.1
ORD0020885,CUST01470,PROD00179,STORE007,2026-04-27,3,10473.97
ORD0021180,CUST01082,PROD00084,STORE010,2026-04-27,2,9161.96
ORD0022063,CUST00574,PROD00221,STORE021,2026-04-27,6,9852.91
ORD0021287,CUST01152,PROD00072,STORE024,2026-04-27,1,22283.29
ORD0021033,CUST00103,PROD00110,STORE006,2026-04-27,6,12913.77
ORD0020629,CUST01470,PROD00007,STORE018,2026-04-27,4,15696.24
ORD0022020,CUST00504,PROD00186,STORE017,2026-04-27,5,7394.97
ORD0020655,CUST00144,PROD00005,STORE024,2026-04-27,1,20005.93
ORD0020700,CUST01281,PROD00250,STORE007,2026-04-27,2,9637.44
ORD0021299,CUST00278,PROD00117,STORE006,2026-04-27,5,2148.71
ORD0021400,CUST01026,PROD00025,STORE001,2026-04-27,3,21456.85
ORD0022124,CUST00451,PROD00130,STORE001,2026-04-27,6,2866.09
ORD0022333,CUST01123,PROD00170,STORE024,2026-04-27,4,23769.81
ORD0021056,CUST00865,PROD00209,STORE007,2026-04-27,1,9255.96
ORD0021152,CUST00364,PROD00007,STORE025,2026-04-22,5,18749.03
ORD0021974,CUST00192,PROD00097,STORE008,2026-04-27,2,13808.1
ORD0021474,CUST00573,PROD00244,STORE022,2026-04-27,3,8394.09
ORD0022296,,PROD00079,STORE020,2026-04-27,3,7286.05
ORD0021297,CUST00583,PROD00086,STORE016,2026-04-27,1,15217.69
ORD0020902,CUST01105,PROD00243,STORE005,2026-04-27,3,16809.71
ORD0020676,CUST00921,PROD00204,STORE003,2026-04-27,2,8896.52
ORD0021054,CUST00640,PROD00225,STORE003,2026-04-27,5,19699.98
ORD0022198,CUST01274,PROD00275,STORE007,2026-04-27,1,9717.76
ORD0020826,CUST01357,PROD00035,STORE019,2026-04-27,6,8855.73
ORD0021618,CUST00675,PROD00197,STORE014,2026-04-27,2,5626.49
ORD0021023,CUST00508,PROD00023,STORE019,2026-04-24,2,5244.93
