order_id,customer_id,product_id,store_id,order_date,quantity,unit_price
ORD0018027,CUST01220,PROD00263,STORE019,2026-04-25,5,8538.44
ORD0016817,CUST00202,PROD00132,STORE005,2026-04-25,5,15666.35
ORD0018035,CUST00443,PROD00280,STORE019,2026-04-25,2,17076.89
ORD0018088,CUST00337,PROD00033,STORE015,2026-04-25,1,21827.44
ORD0016624,CUST01287,PROD00115,STORE017,2026-04-25,6,22705.86
ORD0018500,CUST00716,PROD00100,STORE008,2026-04-25,1,2453.9
ORD0018292,CUST00822,PROD00125,STORE023,2026-04-25,4,13195.41
ORD0017173,CUST00676,PROD00281,STORE023,2026-04-25,2,9662.53
ORD0017096,CUST00183,PROD00211,STORE019,2026-04-25,5,8128.84
ORD0017493,CUST00900,PROD00129,STORE014,2026-04-25,5,1818.28
ORD0017731,CUST00127,PROD00300,STORE023,2026-04-25,1,19294.08
ORD0017549,CUST00688,PROD00230,STORE018,2026-04-25,1,24600.75
ORD0017865,CUST01328,PROD00071,STORE015,2026-04-25,4,641.43
ORD0018156,CUST00593,PROD00108,STORE009,2026-04-25,6,11248.56
ORD0017579,CUST00125,PROD00157,STORE012,2026-04-25,3,22525.86
ORD0017568,CUST01200,PROD00183,STORE005,2026-04-16,5,9661.26
ORD0017782,CUST00414,PROD00264,STORE001,2026-04-25,3,22089.7
ORD0016605,CUST01425,PROD00107,STORE003,2026-04-16,6,14616.02
ORD0018074,CUST00698,PROD00064,STORE018,2026-04-25,1,4441.38
ORD0016528,CUST01169,PROD00052,STORE024,2026-04-25,2,10329.43
ORD0018432,CUST00967,PROD00066,STORE010,2026-04-21,2,19617.17
ORD0016642,CUST00452,PROD00123,STORE001,2026-04-25,3,17019.96
ORD0017564,CUST01195,PROD00024,STORE003,2026-04-25,2,1675.35
ORD0016646,CUST00846,PROD00185,STORE023,2026-04-25,6,20485.1
ORD0018362,CUST00631,PROD00216,STORE004,2026-04-25,2,24747.99
ORD0016840,CUST00195,PROD00080,STORE022,2026-04-25,5,12614.13
ORD0017073,CUST01289,PROD00140,STORE020,00/00/0000,2,15515.18
ORD0017883,CUST00597,PROD00124,STORE002,2026-04-25,6,24604.12
ORD0017274,CUST00821,PROD00129,STORE005,00/00/0000,3,15395.4
ORD0018171,CUST00897,PROD00108,STORE007,2026-04-25,6,20586.23
ORD0017792,CUST00160,PROD00163,STORE019,2026-04-25,6,14669.36
ORD0016735,CUST01291,PROD00147,STORE003,2026-04-25,5,8954.71
ORD0016867,CUST01190,PROD00072,STORE007,2026-04-25,6,3606.6
ORD0018132,CUST01355,PROD00106,STORE004,2026-04-22,3,18907.56
ORD0018082,CUST00192,PROD00067,STORE001,2026-04-25,1,23240.66
ORD0016555,CUST01287,PROD00112,STORE025,2026-04-25,3,15144.88
ORD0016966,CUST00672,PROD00265,STORE020,2026-04-25,3,10238.94
ORD0018143,CUST00312,PROD00071,STORE019,2026-04-25,3,15450.8
ORD0017075,CUST01060,PROD00148,STORE009,2026-04-25,2,5882.82
ORD0018356,CUST00371,PROD00023,STORE012,2026-04-25,3,3008.21
ORD0017160,CUST01091,PROD00252,STORE009,2026-04-25,4,15259.44
ORD0016609,CUST00263,PROD00178,STORE009,2026-04-25,6,7639.17
ORD0017330,CUST01025,PROD00241,STORE025,2026-04-25,3,4437.84
ORD0017746,CUST00860,PROD00034,STORE004,2026-04-25,2,6307.1
ORD0018459,CUST00140,PROD00204,STORE013,2026-04-25,6,abc
ORD0016819,CUST00282,PROD00265,STORE018,2026-04-25,2,20809.7
ORD0017616,CUST01405,PROD00089,STORE013,2026-04-25,6,1435.02
ORD0016782,CUST00360,PROD00104,STORE014,2026-04-25,3,10214.79
ORD0017760,CUST00521,PROD00186,STORE002,2026-04-25,2,13054.52
ORD0018110,CUST00228,PROD00098,STORE021,2026-04-25,5,10746.8
ORD0018336,CUST00701,PROD00021,STORE003,2026-04-25,5,13363.74
ORD0018209,CUST01424,PROD00115,STORE008,2026-04-25,1,11982.21
ORD0018145,CUST01003,PROD00239,STORE018,2026-04-25,3,4927.82
ORD0016927,CUST00753,PROD00083,STORE005,2026-04-25,6,5891.05
ORD0017507,CUST01356,,STORE006,2026-04-25,5,24647.11
ORD0017474,CUST00463,PROD00108,STORE014,2026-04-25,3,18342.42
ORD0017374,CUST00132,PROD00260,STORE024,2026-04-25,5,11047.98
ORD0016572,CUST00565,PROD00115,STORE014,2026-04-25,6,21281.36
ORD0017099,CUST01332,PROD00246,STORE009,2026-04-25,1,2316.01
ORD0017721,CUST01247,PROD00051,STORE001,2026-04-25,2,19599.81
ORD0017559,CUST00326,PROD00268,STORE004,2026-04-25,5,11287.98
ORD0018280,CUST00587,PROD00226,STORE007,2026-04-25,4,20617.69
ORD0018371,CUST01289,PROD00095,STORE008,2026-04-25,4,11642.06
ORD0016999,CUST00884,PROD00240,STORE019,2026-04-25,2,7268.86
ORD0018193,CUST01459,PROD00138,STORE024,2026-04-25,4,6899.54
ORD0018325,CUST00939,PROD00113,STORE010,2026-04-25,1,374.43
ORD0017743,CUST00770,PROD00165,STORE009,2026-04-25,6,18500.12
ORD0018303,CUST00169,PROD00253,STORE019,2026-04-25,6,9204.76
ORD0016554,,PROD00026,STORE008,2026-04-21,3,22352.43
ORD0018308,CUST01338,PROD00145,STORE011,2026-04-25,3,24432.63
ORD0017104,CUST00989,PROD00227,STORE007,2026-04-25,3,14900.13
ORD0018148,CUST00746,PROD00070,STORE003,2026-04-25,1,8981.75
ORD0017801,CUST00043,PROD00019,STORE013,2026-04-25,2,255.58
ORD0017464,CUST00273,PROD00024,STORE018,2026-04-25,1,11544.35
ORD0016521,CUST00469,PROD00041,STORE021,2026-04-25,4,8754.4
ORD0017890,CUST01101,PROD00137,STORE021,2026-04-25,1,3831.2
ORD0018207,CUST00672,PROD00018,STORE022,2026-04-25,6,10709.91
ORD0017697,CUST00669,PROD00187,STORE021,2026-04-25,4,9282.26
ORD0017714,CUST00455,PROD00157,STORE020,2026-04-25,5,12022.37
ORD0017381,CUST00318,PROD00091,STORE003,2026-04-25,4,8880.3
ORD0017945,CUST00051,PROD00054,STORE020,2026-04-25,5,11598.33
ORD0017870,CUST00246,PROD00009,STORE025,2026-04-25,5,24970.03
ORD0016673,CUST00880,PROD00195,STORE009,2026-04-25,1,23831.86
ORD0016946,CUST00614,PROD00214,STORE023,2026-04-25,4,17335.33
ORD0017018,CUST00928,PROD00214,STORE016,2026-04-25,1,22163.8
ORD0017157,CUST01050,PROD00113,STORE001,2026-04-15,2,18305.19
ORD0017822,CUST00757,PROD00037,STORE003,2026-04-25,4,16914.15
ORD0017288,,PROD00050,STORE022,2026-04-25,4,20830.05
ORD0017079,CUST00388,PROD00179,STORE020,2026-04-25,4,16864.85
ORD0017293,CUST00153,PROD00270,STORE020,2026-04-25,2,11092.59
ORD0018235,CUST00740,PROD00208,STORE004,2026-04-25,5,8388.51
ORD0016596,CUST00792,PROD00048,STORE003,2026-04-25,2,4213.64
ORD0017653,CUST01333,PROD00187,STORE023,2026-04-19,1,11676.29
ORD0017597,CUST01097,PROD00007,STORE001,2026-04-25,6,10057.68
ORD0018004,CUST00354,PROD00242,STORE024,2026-04-25,3,1844.19
ORD0017946,CUST00767,PROD00236,STORE010,2026-04-25,5,22794.45
ORD0017745,CUST01151,PROD00255,STORE006,2026-04-25,6,-5
ORD0018484,CUST00681,PROD00114,STORE009,2026-04-25,3,24627.44
ORD0017732,CUST00581,PROD00063,STORE009,2026-04-25,1,4813.99
ORD0017119,CUST01452,PROD00179,STORE025,2026-04-25,1,20128.3
ORD0018299,CUST00385,PROD00119,STORE020,2026-04-25,1,2831.08
ORD0017384,CUST01310,PROD00102,STORE008,2026-04-25,5,18331.65
ORD0018140,CUST00540,PROD00187,STORE018,2026-04-25,3,15031.48
ORD0018133,CUST00776,PROD00207,STORE013,2026-04-25,4,9122.44
ORD0017177,CUST01378,PROD00200,STORE017,2026-04-25,2,19840.63
ORD0018116,CUST01323,PROD00124,STORE019,2026-04-25,1,15238.3
ORD0017765,CUST00167,PROD00249,STORE005,2026-04-25,4,17967.57
ORD0017354,CUST01186,PROD00086,STORE024,2026-04-25,1,1003.07
ORD0016786,CUST01165,PROD00247,STORE011,2026-04-25,3,5444.52
ORD0016794,CUST00447,PROD00232,STORE001,2026-04-25,6,4408.92
ORD0018355,CUST00179,PROD00102,STORE001,2026-04-25,4,16067.74
ORD0017380,CUST00447,PROD00137,STORE014,2026-04-25,3,16852.8
ORD0017641,CUST00569,PROD00227,STORE016,2026-04-25,5,7363.55
ORD0017454,CUST00628,PROD00140,STORE024,2026-04-25,6,12330.86
ORD0016706,CUST00070,PROD00183,STORE018,2026-04-25,5,21802.14
ORD0017961,CUST00470,PROD00265,STORE025,2026-04-25,3,11688.83
ORD0016839,CUST00301,PROD00009,STORE022,2026-04-25,4,9401.32
ORD0016539,CUST00413,PROD00170,STORE010,2026-04-25,6,22434.06
ORD0016778,CUST00389,PROD00207,STORE004,2026-04-25,2,5421.26
ORD0018422,CUST00495,PROD00154,STORE008,2026-04-25,4,5076.26
ORD0017825,CUST00603,PROD00073,STORE001,2026-04-25,1,1418.16
ORD0018352,CUST00278,PROD00098,STORE011,2026-04-25,5,6875.18
ORD0016747,CUST00765,PROD00152,STORE008,2026-04-25,2,7219.06
ORD0017552,CUST01406,PROD00076,STORE010,2026-04-25,4,17660.1
ORD0018278,CUST00883,PROD00018,STORE011,2026-04-25,2,10219.72
ORD0018111,CUST00654,PROD00278,STORE024,2026-04-25,1,18494.26
ORD0018194,CUST00185,PROD00183,STORE014,2026-04-25,4,6331.87
ORD0017333,CUST00419,PROD00225,STORE017,2026-04-25,4,930.55
ORD0016895,CUST00212,PROD00252,STORE009,2026-04-25,2,14208.13
ORD0017165,CUST01079,PROD00026,STORE023,2026-04-25,6,23535.56
ORD0016836,CUST00216,PROD00153,STORE012,2026-04-25,two,9613.46
