order_id,customer_id,product_id,store_id,order_date,quantity,unit_price
ORD0014876,CUST01242,PROD00137,STORE001,2026-04-24,2,17690.32
ORD0015943,CUST01433,PROD00129,STORE007,2026-04-24,1,12173.88
ORD0015774,CUST00568,PROD00111,STORE016,2026-04-20,1,17274.12
ORD0015583,CUST00574,PROD00183,STORE018,2026-04-24,4,3267.68
ORD0014584,CUST00490,PROD00257,STORE001,2026-04-24,3,919.64
ORD0015823,CUST00200,PROD00147,STORE003,2026-04-24,6,18902.25
ORD0015154,CUST01267,PROD00291,STORE001,2026-04-24,3,19105.58
ORD0016454,CUST00796,PROD00063,STORE015,2026-04-24,2,5933.95
ORD0015116,CUST00440,PROD00045,STORE002,2026-04-24,4,706.28
ORD0015805,CUST00062,PROD00173,STORE013,2026-04-24,5,11752.65
ORD0016468,CUST01211,PROD00055,STORE014,2026-04-24,1,22525.98
ORD0014875,CUST00964,PROD00095,STORE004,2026-04-24,6,22016.24
ORD0014551,CUST01011,PROD00227,STORE010,2026-04-24,2,6520.0
ORD0015106,CUST00312,PROD00045,STORE024,2026-04-21,6,10185.36
ORD0014844,CUST00801,PROD00292,STORE024,2026-04-24,2,23646.36
ORD0015145,CUST00243,PROD00049,STORE023,2026-04-18,2,24261.73
ORD0016277,CUST00172,PROD00096,STORE003,2026-04-24,5,16166.07
ORD0015470,CUST00863,PROD00029,STORE003,2026-04-24,4,776.4
ORD0014967,CUST00207,PROD00218,STORE005,2026-04-24,4,12667.59
ORD0015710,CUST00435,PROD00024,STORE013,2026-04-24,6,9759.73
ORD0016471,CUST00052,PROD00282,STORE014,2026-04-24,3,12734.91
ORD0016074,CUST01019,PROD00150,STORE025,2026-04-24,1,5820.92
ORD0015056,CUST00365,PROD00281,STORE015,2026-04-24,5,16514.23
ORD0015131,CUST01392,PROD00090,STORE007,,6,11717.47
ORD0016020,CUST01454,PROD00057,STORE009,2026-04-24,1,13895.7
ORD0015417,CUST00552,PROD00291,STORE018,2026-04-14,3,6509.51
ORD0015564,CUST00297,PROD00192,STORE019,2026-04-24,3,12308.4
ORD0016247,CUST00994,PROD00037,STORE010,2026-04-24,2,11709.91
ORD0015403,CUST00815,PROD00205,STORE002,2026-04-24,3,17369.41
ORD0014757,CUST00865,PROD00146,STORE001,2026-04-24,6,1435.15
ORD0014554,CUST01237,PROD00008,STORE003,2026-04-24,2,5294.93
ORD0015204,CUST00557,PROD00244,STORE008,2026-04-24,5,6196.48
ORD0015096,CUST01406,PROD00173,STORE014,2026-04-24,6,18764.32
ORD0015778,CUST00318,PROD00086,STORE022,2026-04-24,5,2669.63
ORD0015143,CUST00184,PROD00029,STORE011,2026-04-24,4,15395.21
ORD0016289,CUST01239,PROD00248,STORE008,2026-04-24,3,20663.88
ORD0016436,CUST00876,PROD00063,STORE003,2026-04-24,1,6832.02
ORD0016071,CUST00409,PROD00286,STORE013,2026-04-24,4,22102.63
ORD0014784,CUST00105,PROD00267,STORE010,2026-04-24,5,22807.65
ORD0014553,CUST00612,PROD00166,STORE006,2026-04-24,6,12145.15
ORD0015011,CUST00968,PROD00154,STORE021,2026-04-24,5,16405.88
ORD0015693,CUST01135,PROD00200,STORE021,2026-04-24,2,21535.52
ORD0015732,CUST00065,PROD00272,STORE018,2026-04-24,4,10800.38
ORD0014962,CUST00486,PROD00103,STORE022,2026-04-24,5,22354.82
ORD0015297,CUST00201,PROD00299,STORE015,2026-04-24,3,6344.39
ORD0016365,CUST00179,PROD00099,STORE007,2026-04-24,3,11940.03
ORD0015759,CUST00233,PROD00260,STORE010,2026-04-24,4,15776.24
ORD0015505,CUST01103,PROD00280,STORE010,2026-04-24,4,23855.48
ORD0015040,CUST00396,PROD00205,STORE020,2026-04-24,5,23540.84
ORD0015763,CUST01394,PROD00269,STORE017,2026-04-24,6,17873.03
ORD0014931,CUST01174,PROD00004,STORE015,2026-04-24,3,16894.71
ORD0016445,CUST00447,PROD00012,STORE003,2026-04-24,2,5135.26
ORD0015175,CUST01113,PROD00004,STORE015,2026-04-24,1,12284.45
ORD0016280,CUST00249,PROD00294,STORE001,2026-04-24,3,9880.33
ORD0015543,CUST00990,PROD00171,STORE004,2026-04-24,3,17964.58
ORD0016169,CUST00921,PROD00264,STORE017,2026-04-24,3,5078.45
ORD0015109,CUST01082,PROD00059,STORE025,2026-04-24,6,20043.5
ORD0015544,CUST00872,PROD00256,STORE018,2026-04-24,6,14289.88
ORD0015588,CUST01318,PROD00221,STORE018,2026-04-21,3,9050.86
ORD0016196,CUST01129,PROD00044,STORE014,2026-04-24,4,8771.08
ORD0015140,CUST00894,PROD00249,STORE012,2026-04-15,6,23745.48
ORD0016388,CUST00211,PROD00005,STORE002,2026-04-24,5,5713.18
ORD0016440,,PROD00140,STORE019,2026-04-24,4,19607.24
ORD0015463,CUST01481,PROD00023,STORE024,2026-04-24,6,12540.33
ORD0016205,CUST00404,PROD00294,STORE005,2026-04-24,4,827.48
ORD0016117,CUST01215,PROD00124,STORE013,2026-04-24,4,11657.04
ORD0015095,CUST00137,PROD00185,STORE020,2026-04-24,6,15512.61
ORD0015603,CUST00011,PROD00076,STORE006,2026-04-24,3,15749.55
ORD0016092,CUST00951,PROD00016,STORE007,2026-04-15,2,21963.81
ORD0016405,CUST01218,PROD00074,STORE006,2026-04-14,6,2365.73
ORD0015719,CUST00226,PROD00201,STORE021,2026-04-24,6,2885.34
ORD0016382,CUST00977,PROD00109,STORE002,2026-04-24,4,6110.77
ORD0015230,CUST00863,PROD00053,STORE007,2026-04-24,5,20413.81
ORD0016496,CUST01063,PROD00224,STORE012,2026-04-17,3,20681.83
ORD0014593,CUST01026,PROD00245,STORE016,,4,9985.35
ORD0014586,CUST00827,PROD00251,STORE020,2026-04-24,2,10293.94
ORD0015783,CUST01148,PROD00227,STORE025,2026-04-24,1,3443.44
